Manpower,Disaster_Group,Disaster_Subgroup,Disaster_Type
403,Natural,Biological,Epidemic
92,Natural,Hydrological,Flood
258,Natural,Meteorological,Storm
177,Natural,Geophysical,Earthquake
30,Natural,Hydrological,Flood
237,Natural,Hydrological,Flood
285,Natural,Meteorological,Storm
380,Natural,Hydrological,Flood
111,Natural,Hydrological,Flood
74,Natural,Geophysical,Earthquake
182,Natural,Geophysical,Earthquake
139,Natural,Hydrological,Flood
109,Natural,Meteorological,Storm
142,Natural,Meteorological,Storm
2,Natural,Hydrological,Flood
14,Natural,Biological,Insect infestation
9174,Natural,Climatological,Drought
6,Natural,Biological,Insect infestation
142,Natural,Biological,Epidemic
7,Natural,Biological,Insect infestation
9014,Natural,Climatological,Drought
93,Natural,Hydrological,Flood
74,Natural,Geophysical,Mass movement (dry)
377,Natural,Hydrological,Landslide
90,Natural,Climatological,Wildfire
54,Natural,Hydrological,Flood
593,Natural,Biological,Insect infestation
594,Natural,Biological,Insect infestation
219,Natural,Hydrological,Flood
64,Natural,Meteorological,Storm
382,Natural,Meteorological,Extreme temperature 
140,Natural,Biological,Epidemic
62,Natural,Meteorological,Storm
198,Natural,Meteorological,Storm
201,Natural,Biological,Epidemic
9031,Natural,Climatological,Drought
99,Natural,Meteorological,Storm
380,Natural,Meteorological,Storm
330,Natural,Meteorological,Storm
336,Natural,Meteorological,Storm
378,Natural,Meteorological,Storm
179,Natural,Geophysical,Earthquake
254,Natural,Geophysical,Earthquake
391,Natural,Meteorological,Storm
329,Natural,Meteorological,Extreme temperature 
348,Natural,Meteorological,Storm
356,Natural,Meteorological,Storm
160,Natural,Meteorological,Storm
323,Natural,Hydrological,Flood
156,Natural,Hydrological,Landslide
190,Natural,Hydrological,Flood
200,Natural,Meteorological,Storm
9029,Natural,Climatological,Drought
363,Natural,Meteorological,Storm
57,Natural,Meteorological,Storm
13,Natural,Biological,Insect infestation
166,Natural,Hydrological,Flood
152,Natural,Biological,Epidemic
528,Natural,Biological,Epidemic
9237,Natural,Climatological,Drought
369,Natural,Geophysical,Earthquake
9009,Natural,Climatological,Drought
287,Natural,Biological,Insect infestation
19,Natural,Biological,Insect infestation
16,Natural,Biological,Insect infestation
145,Natural,Biological,Insect infestation
345,Natural,Hydrological,Flood
387,Natural,Hydrological,Flood
265,Natural,Hydrological,Landslide
528,Natural,Geophysical,Earthquake
236,Natural,Hydrological,Flood
277,Natural,Meteorological,Storm
386,Natural,Hydrological,Flood
11,Natural,Biological,Epidemic
180,Natural,Biological,Insect infestation
512,Natural,Hydrological,Flood
124,Natural,Biological,Insect infestation
284,Natural,Biological,Insect infestation
273,Natural,Hydrological,Landslide
146,Natural,Hydrological,Flood
513,Natural,Meteorological,Storm
37,Natural,Meteorological,Storm
46,Natural,Meteorological,Storm
86,Natural,Meteorological,Storm
110,Natural,Meteorological,Storm
141,Natural,Hydrological,Flood
157,Natural,Hydrological,Flood
171,Natural,Meteorological,Storm
202,Natural,Meteorological,Storm
210,Natural,Meteorological,Storm
212,Natural,Meteorological,Storm
221,Natural,Meteorological,Storm
229,Natural,Hydrological,Flood
253,Natural,Meteorological,Storm
258,Natural,Meteorological,Storm
310,Natural,Meteorological,Storm
510,Natural,Meteorological,Storm
515,Natural,Meteorological,Storm
530,Natural,Meteorological,Storm
539,Natural,Meteorological,Storm
553,Natural,Meteorological,Storm
327,Natural,Hydrological,Flood
377,Natural,Hydrological,Flood
479,Natural,Meteorological,Storm
460,Natural,Meteorological,Storm
503,Natural,Meteorological,Storm
40,Natural,Meteorological,Storm
308,Natural,Meteorological,Extreme temperature 
74,Natural,Hydrological,Flood
702,Natural,Geophysical,Earthquake
659,Natural,Hydrological,Flood
658,Natural,Meteorological,Storm
660,Natural,Hydrological,Flood
685,Natural,Hydrological,Flood
9449,Natural,Climatological,Drought
704,Natural,Biological,Epidemic
9064,Natural,Climatological,Drought
681,Natural,Hydrological,Flood
9638,Natural,Climatological,Drought
640,Natural,Hydrological,Flood
693,Natural,Hydrological,Landslide
705,Natural,Meteorological,Storm
9008,Natural,Climatological,Drought
141,Natural,Hydrological,Flood
139,Natural,Geophysical,Earthquake
224,Natural,Meteorological,Storm
452,Natural,Meteorological,Storm
252,Natural,Meteorological,Storm
143,Natural,Biological,Epidemic
9145,Natural,Climatological,Drought
39,Natural,Hydrological,Flood
9335,Natural,Climatological,Drought
115,Natural,Meteorological,Storm
561,Natural,Meteorological,Storm
115,Natural,Meteorological,Storm
142,Natural,Geophysical,Earthquake
398,Natural,Meteorological,Storm
399,Natural,Meteorological,Storm
396,Natural,Hydrological,Flood
32,Natural,Hydrological,Flood
10,Natural,Biological,Epidemic
16,Natural,Meteorological,Storm
71,Natural,Geophysical,Earthquake
119,Natural,Hydrological,Flood
249,Natural,Meteorological,Storm
222,Natural,Meteorological,Extreme temperature 
247,Natural,Meteorological,Extreme temperature 
9040,Natural,Climatological,Drought
557,Natural,Biological,Epidemic
108,Natural,Meteorological,Storm
20,Natural,Biological,Epidemic
64,Natural,Hydrological,Flood
439,Natural,Hydrological,Landslide
446,Natural,Hydrological,Landslide
157,Natural,Hydrological,Landslide
61,Natural,Hydrological,Flood
362,Natural,Hydrological,Flood
115,Natural,Meteorological,Storm
280,Natural,Climatological,Wildfire
549,Natural,Hydrological,Flood
82,Natural,Meteorological,Storm
455,Natural,Meteorological,Storm
253,Natural,Meteorological,Storm
81,Natural,Geophysical,Earthquake
136,Natural,Geophysical,Earthquake
155,Natural,Geophysical,Earthquake
225,Natural,Geophysical,Earthquake
287,Natural,Geophysical,Earthquake
417,Natural,Hydrological,Landslide
118,Natural,Meteorological,Storm
451,Natural,Meteorological,Storm
87,Natural,Hydrological,Flood
147,Natural,Hydrological,Flood
146,Natural,Biological,Epidemic
580,Natural,Hydrological,Flood
29,Natural,Meteorological,Storm
3,Natural,Biological,Epidemic
11,Natural,Hydrological,Flood
115,Natural,Meteorological,Storm
115,Natural,Meteorological,Storm
256,Natural,Hydrological,Flood
9579,Natural,Climatological,Drought
230,Natural,Geophysical,Earthquake
272,Natural,Meteorological,Storm
361,Natural,Meteorological,Storm
9059,Natural,Climatological,Drought
248,Natural,Meteorological,Extreme temperature 
638,Natural,Hydrological,Flood
52,Natural,Meteorological,Storm
724,Natural,Hydrological,Flood
87,Natural,Hydrological,Flood
422,Natural,Meteorological,Storm
269,Natural,Climatological,Wildfire
376,Natural,Meteorological,Storm
721,Natural,Meteorological,Storm
722,Natural,Meteorological,Storm
723,Natural,Meteorological,Storm
717,Natural,Meteorological,Storm
718,Natural,Meteorological,Storm
719,Natural,Meteorological,Storm
721,Natural,Meteorological,Storm
722,Natural,Meteorological,Storm
723,Natural,Meteorological,Storm
9578,Natural,Climatological,Drought
90,Natural,Meteorological,Storm
96,Natural,Meteorological,Storm
95,Natural,Hydrological,Flood
609,Natural,Hydrological,Flood
576,Natural,Meteorological,Storm
424,Natural,Meteorological,Extreme temperature 
706,Natural,Meteorological,Extreme temperature 
421,Natural,Meteorological,Storm
20,Natural,Geophysical,Earthquake
42,Natural,Meteorological,Storm
641,Natural,Meteorological,Extreme temperature 
642,Natural,Hydrological,Flood
411,Natural,Hydrological,Flood
710,Natural,Hydrological,Flood
9604,Natural,Climatological,Drought
644,Natural,Hydrological,Flood
389,Natural,Meteorological,Storm
721,Natural,Meteorological,Storm
722,Natural,Meteorological,Storm
723,Natural,Meteorological,Storm
639,Natural,Hydrological,Flood
716,Natural,Meteorological,Storm
252,Natural,Meteorological,Storm
698,Natural,Meteorological,Storm
93,Natural,Geophysical,Earthquake
99,Natural,Geophysical,Earthquake
36,Natural,Geophysical,Mass movement (dry)
284,Natural,Geophysical,Mass movement (dry)
24,Natural,Hydrological,Flood
39,Natural,Hydrological,Flood
699,Natural,Hydrological,Flood
37,Natural,Meteorological,Storm
38,Natural,Meteorological,Storm
78,Natural,Meteorological,Storm
390,Natural,Meteorological,Storm
402,Natural,Meteorological,Storm
405,Natural,Meteorological,Storm
592,Natural,Meteorological,Storm
349,Natural,Meteorological,Storm
124,Natural,Biological,Epidemic
13,Natural,Meteorological,Storm
701,Natural,Biological,Epidemic
676,Natural,Hydrological,Flood
677,Natural,Hydrological,Flood
678,Natural,Hydrological,Flood
679,Natural,Hydrological,Flood
170,Natural,Geophysical,Earthquake
191,Natural,Geophysical,Earthquake
612,Natural,Hydrological,Flood
640,Natural,Hydrological,Flood
717,Natural,Meteorological,Storm
718,Natural,Meteorological,Storm
719,Natural,Meteorological,Storm
721,Natural,Meteorological,Storm
722,Natural,Meteorological,Storm
723,Natural,Meteorological,Storm
717,Natural,Meteorological,Storm
722,Natural,Meteorological,Storm
723,Natural,Meteorological,Storm
296,Natural,Hydrological,Flood
498,Natural,Geophysical,Earthquake
520,Natural,Meteorological,Storm
123,Natural,Hydrological,Flood
209,Natural,Hydrological,Flood
114,Natural,Geophysical,Earthquake
535,Natural,Meteorological,Storm
49,Natural,Meteorological,Storm
296,Natural,Hydrological,Flood
120,Natural,Meteorological,Storm
33,Natural,Geophysical,Earthquake
32,Natural,Hydrological,Flood
130,Natural,Hydrological,Flood
495,Natural,Hydrological,Flood
9,Natural,Meteorological,Extreme temperature 
765,Natural,Geophysical,Volcanic activity
140,Natural,Meteorological,Storm
9697,Natural,Climatological,Drought
699,Natural,Meteorological,Storm
169,Natural,Hydrological,Flood
233,Natural,Biological,Epidemic
332,Natural,Meteorological,Storm
170,Natural,Hydrological,Flood
224,Natural,Hydrological,Flood
764,Natural,Hydrological,Flood
433,Natural,Meteorological,Extreme temperature 
86,Natural,Biological,Epidemic
357,Natural,Biological,Epidemic
694,Natural,Biological,Epidemic
109,Natural,Hydrological,Flood
478,Natural,Hydrological,Landslide
135,Natural,Biological,Epidemic
389,Natural,Biological,Insect infestation
407,Natural,Biological,Epidemic
212,Natural,Geophysical,Volcanic activity
136,Natural,Biological,Epidemic
9006,Natural,Climatological,Drought
249,Natural,Hydrological,Landslide
43,Natural,Geophysical,Earthquake
88,Natural,Geophysical,Earthquake
767,Natural,Hydrological,Flood
171,Natural,Meteorological,Storm
225,Natural,Meteorological,Storm
518,Natural,Meteorological,Storm
186,Natural,Biological,Epidemic
9305,Natural,Climatological,Drought
226,Natural,Hydrological,Landslide
227,Natural,Hydrological,Flood
775,Natural,Meteorological,Storm
421,Natural,Biological,Epidemic
287,Natural,Hydrological,Flood
261,Natural,Biological,Epidemic
390,Natural,Geophysical,Earthquake
326,Natural,Hydrological,Landslide
129,Natural,Hydrological,Landslide
176,Natural,Hydrological,Landslide
126,Natural,Climatological,Wildfire
137,Natural,Biological,Epidemic
200,Natural,Geophysical,Volcanic activity
293,Natural,Geophysical,Earthquake
773,Natural,Geophysical,Earthquake
292,Natural,Geophysical,Volcanic activity
9050,Natural,Climatological,Drought
5,Natural,Meteorological,Storm
143,Natural,Hydrological,Flood
163,Natural,Biological,Epidemic
138,Natural,Biological,Epidemic
97,Natural,Hydrological,Flood
16,Natural,Hydrological,Flood
141,Natural,Meteorological,Storm
126,Natural,Meteorological,Storm
553,Natural,Meteorological,Storm
63,Natural,Hydrological,Flood
13,Natural,Hydrological,Flood
14,Natural,Hydrological,Flood
298,Natural,Hydrological,Flood
210,Natural,Hydrological,Flood
151,Natural,Geophysical,Earthquake
204,Natural,Meteorological,Storm
357,Natural,Meteorological,Storm
202,Natural,Geophysical,Earthquake
197,Natural,Hydrological,Flood
160,Natural,Hydrological,Flood
75,Natural,Hydrological,Flood
41,Natural,Biological,Epidemic
178,Natural,Meteorological,Storm
380,Natural,Meteorological,Storm
9543,Natural,Climatological,Drought
244,Natural,Biological,Epidemic
93,Natural,Geophysical,Earthquake
190,Natural,Hydrological,Flood
213,Natural,Hydrological,Flood
293,Natural,Hydrological,Flood
175,Natural,Meteorological,Storm
192,Natural,Meteorological,Storm
289,Natural,Biological,Epidemic
65,Natural,Meteorological,Storm
23,Natural,Hydrological,Flood
552,Natural,Hydrological,Flood
161,Natural,Hydrological,Landslide
76,Natural,Hydrological,Flood
183,Natural,Hydrological,Flood
42,Natural,Hydrological,Landslide
551,Natural,Biological,Epidemic
154,Natural,Biological,Epidemic
504,Natural,Meteorological,Extreme temperature 
503,Natural,Climatological,Wildfire
88,Natural,Biological,Epidemic
502,Natural,Climatological,Wildfire
207,Natural,Meteorological,Storm
254,Natural,Meteorological,Storm
256,Natural,Geophysical,Earthquake
300,Natural,Geophysical,Mass movement (dry)
36,Natural,Hydrological,Flood
216,Natural,Hydrological,Flood
217,Natural,Hydrological,Flood
297,Natural,Hydrological,Flood
302,Natural,Meteorological,Storm
9090,Natural,Climatological,Drought
9128,Natural,Climatological,Drought
220,Natural,Meteorological,Storm
299,Natural,Meteorological,Storm
153,Natural,Biological,Epidemic
9248,Natural,Climatological,Drought
155,Natural,Climatological,Wildfire
67,Natural,Geophysical,Earthquake
17,Natural,Hydrological,Flood
93,Natural,Geophysical,Earthquake
556,Natural,Hydrological,Flood
9200,Natural,Climatological,Drought
402,Natural,Biological,Epidemic
12,Natural,Geophysical,Earthquake
11,Natural,Hydrological,Flood
24,Natural,Hydrological,Flood
460,Natural,Biological,Epidemic
149,Natural,Geophysical,Earthquake
11,Natural,Hydrological,Flood
65,Natural,Meteorological,Storm
65,Natural,Meteorological,Storm
211,Natural,Meteorological,Storm
419,Natural,Hydrological,Landslide
494,Natural,Biological,Insect infestation
169,Natural,Hydrological,Landslide
159,Natural,Meteorological,Storm
27,Natural,Hydrological,Flood
497,Natural,Hydrological,Flood
116,Natural,Meteorological,Storm
496,Natural,Hydrological,Flood
516,Natural,Meteorological,Storm
214,Natural,Hydrological,Flood
515,Natural,Meteorological,Extreme temperature 
517,Natural,Meteorological,Storm
65,Natural,Meteorological,Storm
94,Natural,Hydrological,Flood
237,Natural,Hydrological,Flood
1,Natural,Meteorological,Storm
28,Natural,Hydrological,Flood
45,Natural,Hydrological,Flood
29,Natural,Meteorological,Storm
240,Natural,Meteorological,Storm
46,Natural,Biological,Epidemic
120,Natural,Meteorological,Storm
135,Natural,Meteorological,Storm
154,Natural,Meteorological,Storm
160,Natural,Meteorological,Storm
196,Natural,Hydrological,Flood
241,Natural,Meteorological,Storm
130,Natural,Meteorological,Storm
47,Natural,Hydrological,Flood
150,Natural,Hydrological,Flood
167,Natural,Meteorological,Storm
502,Natural,Geophysical,Volcanic activity
10,Natural,Hydrological,Flood
523,Natural,Climatological,Wildfire
156,Natural,Meteorological,Storm
250,Natural,Meteorological,Storm
247,Natural,Meteorological,Storm
108,Natural,Geophysical,Earthquake
582,Natural,Geophysical,Earthquake
249,Natural,Hydrological,Flood
251,Natural,Hydrological,Flood
179,Natural,Hydrological,Flood
190,Natural,Hydrological,Landslide
199,Natural,Meteorological,Storm
248,Natural,Meteorological,Storm
461,Natural,Meteorological,Storm
463,Natural,Meteorological,Storm
464,Natural,Meteorological,Storm
465,Natural,Meteorological,Storm
466,Natural,Meteorological,Storm
462,Natural,Meteorological,Storm
568,Natural,Hydrological,Flood
500,Natural,Biological,Epidemic
233,Natural,Geophysical,Mass movement (dry)
490,Natural,Geophysical,Earthquake
106,Natural,Geophysical,Volcanic activity
491,Natural,Hydrological,Landslide
492,Natural,Hydrological,Landslide
184,Natural,Geophysical,Earthquake
82,Natural,Hydrological,Flood
12,Natural,Meteorological,Storm
31,Natural,Hydrological,Flood
83,Natural,Hydrological,Flood
9585,Natural,Climatological,Drought
572,Natural,Biological,Epidemic
237,Natural,Hydrological,Flood
96,Natural,Meteorological,Storm
503,Natural,Hydrological,Flood
161,Natural,Hydrological,Flood
525,Natural,Hydrological,Flood
217,Natural,Hydrological,Flood
344,Natural,Hydrological,Landslide
13,Natural,Hydrological,Landslide
14,Natural,Hydrological,Landslide
345,Natural,Geophysical,Mass movement (dry)
1,Natural,Climatological,Wildfire
15,Natural,Meteorological,Storm
44,Natural,Meteorological,Storm
43,Natural,Hydrological,Landslide
15,Natural,Meteorological,Storm
5,Natural,Hydrological,Flood
48,Natural,Hydrological,Flood
15,Natural,Meteorological,Storm
42,Natural,Climatological,Wildfire
674,Natural,Meteorological,Storm
9013,Natural,Climatological,Drought
619,Natural,Biological,Epidemic
698,Natural,Hydrological,Flood
9026,Natural,Climatological,Drought
647,Natural,Meteorological,Storm
594,Natural,Hydrological,Flood
596,Natural,Hydrological,Flood
597,Natural,Hydrological,Flood
703,Natural,Hydrological,Flood
706,Natural,Hydrological,Flood
695,Natural,Geophysical,Volcanic activity
696,Natural,Hydrological,Flood
9522,Natural,Climatological,Drought
9036,Natural,Climatological,Drought
632,Natural,Biological,Insect infestation
